player,team,league,season,position_group,position_full,minutes,archetype,archetype_name
Mickaël Cuisance,Marseille,Ligue 1,2021,MF,MF,1024.0,MF-0,Deep ball winning midfielders
Morgan Sanson,Marseille,Ligue 1,2021,MF,MF,826.0,MF-1,Advanced attacking midfielders
Pape Gueye,Marseille,Ligue 1,2021,MF,MF,2058.0,MF-0,Deep ball winning midfielders
Pol Lirola,Marseille,Ligue 1,2021,DF,"DF,FW",1553.0,DF-1,Wide attacking defenders
Saîf-Eddine Khaoui,Marseille,Ligue 1,2021,MF,"MF,DF",606.0,MF-0,Deep ball winning midfielders
Valentin Rongier,Marseille,Ligue 1,2021,MF,MF,1887.0,MF-0,Deep ball winning midfielders
Valère Germain,Marseille,Ligue 1,2021,FW,"FW,MF",857.0,FW-0,Low involvement centre forwards
Yuto Nagatomo,Marseille,Ligue 1,2021,DF,DF,1594.0,DF-0,Deep central defenders
Álvaro González,Marseille,Ligue 1,2021,DF,DF,2831.0,DF-0,Deep central defenders
Aaron Leya Iseka,Metz,Ligue 1,2021,FW,FW,1008.0,FW-0,Low involvement centre forwards
Boubakar Kouyaté,Metz,Ligue 1,2021,DF,DF,1964.0,DF-0,Deep central defenders
Dylan Bronn,Metz,Ligue 1,2021,DF,DF,3412.0,DF-0,Deep central defenders
Fabien Centonze,Metz,Ligue 1,2021,DF,DF,3221.0,DF-1,Wide attacking defenders
Farid Boulaya,Metz,Ligue 1,2021,MF,"MF,FW",2815.0,MF-1,Advanced attacking midfielders
Habib Maïga,Metz,Ligue 1,2021,MF,MF,2693.0,MF-0,Deep ball winning midfielders
Ibrahima Niane,Metz,Ligue 1,2021,FW,FW,663.0,FW-0,Low involvement centre forwards
John Boye,Metz,Ligue 1,2021,DF,DF,3041.0,DF-0,Deep central defenders
Lamine Gueye,Metz,Ligue 1,2021,FW,"FW,MF",1454.0,FW-0,Low involvement centre forwards
Mamadou Fofana,Metz,Ligue 1,2021,MF,"MF,DF",1070.0,MF-0,Deep ball winning midfielders
Matthieu Udol,Metz,Ligue 1,2021,DF,DF,1724.0,DF-1,Wide attacking defenders
Opa Nguette,Metz,Ligue 1,2021,FW,"FW,MF",1132.0,FW-0,Low involvement centre forwards
Papa Ndiaga Yade,Metz,Ligue 1,2021,FW,"FW,MF",1001.0,FW-1,Creating and carrying forwards
Pape Matar Sarr,Metz,Ligue 1,2021,MF,MF,1594.0,MF-0,Deep ball winning midfielders
Thierry Ambrose,Metz,Ligue 1,2021,FW,"FW,MF",753.0,FW-1,Creating and carrying forwards
Thomas Delaine,Metz,Ligue 1,2021,DF,"DF,FW",1779.0,DF-1,Wide attacking defenders
Vagner Gonçalves,Metz,Ligue 1,2021,FW,"FW,MF",967.0,FW-0,Low involvement centre forwards
Victorien Angban,Metz,Ligue 1,2021,MF,MF,1672.0,MF-0,Deep ball winning midfielders
Vincent Pajot,Metz,Ligue 1,2021,MF,MF,914.0,MF-0,Deep ball winning midfielders
Warren Tchimbembé,Metz,Ligue 1,2021,MF,MF,495.0,MF-0,Deep ball winning midfielders
Aleksandr Golovin,Monaco,Ligue 1,2021,MF,"MF,FW",1069.0,MF-1,Advanced attacking midfielders
Aurélien Tchouaméni,Monaco,Ligue 1,2021,MF,MF,3063.0,MF-0,Deep ball winning midfielders
Axel Disasi,Monaco,Ligue 1,2021,DF,DF,2011.0,DF-0,Deep central defenders
Benoît Badiashile,Monaco,Ligue 1,2021,DF,DF,2870.0,DF-0,Deep central defenders
Caio Henrique Oliveira Silva,Monaco,Ligue 1,2021,DF,DF,2368.0,DF-1,Wide attacking defenders
Cesc Fàbregas,Monaco,Ligue 1,2021,MF,"MF,FW",877.0,MF-1,Advanced attacking midfielders
Djibril Sidibé,Monaco,Ligue 1,2021,DF,DF,1980.0,DF-1,Wide attacking defenders
Fodé Ballo-Touré,Monaco,Ligue 1,2021,DF,"DF,MF",662.0,DF-1,Wide attacking defenders
Gelson Martins,Monaco,Ligue 1,2021,MF,"MF,FW",1551.0,MF-1,Advanced attacking midfielders
Guillermo Maripán,Monaco,Ligue 1,2021,DF,DF,2089.0,DF-0,Deep central defenders
Kevin Volland,Monaco,Ligue 1,2021,FW,"FW,MF",2769.0,FW-0,Low involvement centre forwards
Ruben Aguilar,Monaco,Ligue 1,2021,DF,"DF,MF",2225.0,DF-1,Wide attacking defenders
Sofiane Diop,Monaco,Ligue 1,2021,MF,MF,2023.0,MF-1,Advanced attacking midfielders
Stevan Jovetić,Monaco,Ligue 1,2021,FW,"FW,MF",802.0,FW-1,Creating and carrying forwards
Wissam Ben Yedder,Monaco,Ligue 1,2021,FW,FW,2607.0,FW-1,Creating and carrying forwards
Youssouf Fofana,Monaco,Ligue 1,2021,MF,MF,2873.0,MF-0,Deep ball winning midfielders
Ambroise Oyongo,Montpellier,Ligue 1,2021,DF,DF,558.0,DF-1,Wide attacking defenders
Andy Delort,Montpellier,Ligue 1,2021,FW,FW,2482.0,FW-1,Creating and carrying forwards
Arnaud Souquet,Montpellier,Ligue 1,2021,DF,DF,1224.0,DF-1,Wide attacking defenders
Damien Le Tallec,Montpellier,Ligue 1,2021,MF,"MF,DF",1227.0,MF-0,Deep ball winning midfielders
Daniel Congré,Montpellier,Ligue 1,2021,DF,DF,3292.0,DF-0,Deep central defenders
Florent Mollet,Montpellier,Ligue 1,2021,MF,MF,2355.0,MF-1,Advanced attacking midfielders
Gaëtan Laborde,Montpellier,Ligue 1,2021,FW,"FW,MF",3256.0,FW-0,Low involvement centre forwards
Jordan Ferri,Montpellier,Ligue 1,2021,MF,MF,2577.0,MF-0,Deep ball winning midfielders
Joris Chotard,Montpellier,Ligue 1,2021,MF,MF,1165.0,MF-0,Deep ball winning midfielders
Junior Sambia,Montpellier,Ligue 1,2021,DF,"DF,MF",2448.0,DF-1,Wide attacking defenders
Keagan Dolly,Montpellier,Ligue 1,2021,MF,MF,452.0,MF-0,Deep ball winning midfielders
Mihailo Ristić,Montpellier,Ligue 1,2021,DF,DF,2236.0,DF-1,Wide attacking defenders
Nicolas Cozza,Montpellier,Ligue 1,2021,DF,DF,1369.0,DF-0,Deep central defenders
Pedro Mendes,Montpellier,Ligue 1,2021,DF,DF,1626.0,DF-0,Deep central defenders
Sepe Elye Wahi,Montpellier,Ligue 1,2021,FW,"FW,MF",555.0,FW-0,Low involvement centre forwards
Stephy Mavididi,Montpellier,Ligue 1,2021,FW,"FW,MF",2030.0,FW-0,Low involvement centre forwards
Téji Savanier,Montpellier,Ligue 1,2021,MF,MF,2165.0,MF-1,Advanced attacking midfielders
Vitorino Hilton,Montpellier,Ligue 1,2021,DF,DF,2117.0,DF-0,Deep central defenders
Abdoul Kader Bamba,Nantes,Ligue 1,2021,MF,"MF,FW",917.0,MF-1,Advanced attacking midfielders
Abdoulaye Touré,Nantes,Ligue 1,2021,MF,MF,1681.0,MF-0,Deep ball winning midfielders
Andrei Girotto,Nantes,Ligue 1,2021,DF,"DF,MF",2668.0,DF-0,Deep central defenders
Charles Traore,Nantes,Ligue 1,2021,DF,DF,1700.0,DF-1,Wide attacking defenders
Dennis Appiah,Nantes,Ligue 1,2021,DF,DF,1556.0,DF-1,Wide attacking defenders
Fábio,Nantes,Ligue 1,2021,DF,DF,1507.0,DF-1,Wide attacking defenders
Imran Louza,Nantes,Ligue 1,2021,MF,MF,2379.0,MF-0,Deep ball winning midfielders
Jean-Charles Castelletto,Nantes,Ligue 1,2021,DF,DF,1947.0,DF-0,Deep central defenders
Kalifa Coulibaly,Nantes,Ligue 1,2021,FW,FW,981.0,FW-0,Low involvement centre forwards
Ludovic Blas,Nantes,Ligue 1,2021,MF,"MF,FW",2787.0,MF-1,Advanced attacking midfielders
Marcus Coco,Nantes,Ligue 1,2021,MF,MF,1474.0,MF-1,Advanced attacking midfielders
Mehdi Abeid,Nantes,Ligue 1,2021,MF,MF,1320.0,MF-0,Deep ball winning midfielders
Moses Simon,Nantes,Ligue 1,2021,MF,"MF,FW",2324.0,MF-1,Advanced attacking midfielders
Nicolas Pallois,Nantes,Ligue 1,2021,DF,DF,2776.0,DF-0,Deep central defenders
Pedro Chirivella,Nantes,Ligue 1,2021,MF,MF,2280.0,MF-0,Deep ball winning midfielders
Randal Kolo Muani,Nantes,Ligue 1,2021,FW,FW,3029.0,FW-0,Low involvement centre forwards
Sébastien Corchia,Nantes,Ligue 1,2021,DF,DF,2066.0,DF-1,Wide attacking defenders
Alexis Claude-Maurice,Nice,Ligue 1,2021,MF,"MF,FW",1910.0,MF-1,Advanced attacking midfielders
Amine Gouiri,Nice,Ligue 1,2021,FW,"FW,MF",2747.0,FW-1,Creating and carrying forwards
Andy Pelmard,Nice,Ligue 1,2021,DF,DF,1207.0,DF-0,Deep central defenders
Dan Ndoye,Nice,Ligue 1,2021,FW,"FW,MF",551.0,FW-0,Low involvement centre forwards
Dante,Nice,Ligue 1,2021,DF,DF,774.0,DF-0,Deep central defenders
Flavius Daniliuc,Nice,Ligue 1,2021,DF,DF,1477.0,DF-0,Deep central defenders
Hassane Kamara,Nice,Ligue 1,2021,DF,"DF,FW",2960.0,DF-1,Wide attacking defenders
Hicham Boudaoui,Nice,Ligue 1,2021,MF,MF,1736.0,MF-0,Deep ball winning midfielders
Jean-Clair Todibo,Nice,Ligue 1,2021,DF,DF,1330.0,DF-0,Deep central defenders
Jeff Reine-Adélaïde,Nice,Ligue 1,2021,MF,"MF,FW",1058.0,MF-1,Advanced attacking midfielders
Jordan Lotomba,Nice,Ligue 1,2021,DF,"DF,MF",2123.0,DF-1,Wide attacking defenders
Kasper Dolberg,Nice,Ligue 1,2021,FW,FW,1928.0,FW-0,Low involvement centre forwards
Khéphren Thuram-Ulie,Nice,Ligue 1,2021,MF,MF,1494.0,MF-0,Deep ball winning midfielders
Morgan Schneiderlin,Nice,Ligue 1,2021,MF,MF,2197.0,MF-0,Deep ball winning midfielders
Myziane Maolida,Nice,Ligue 1,2021,FW,"FW,MF",1077.0,FW-1,Creating and carrying forwards
Pierre Lees-Melou,Nice,Ligue 1,2021,MF,MF,2063.0,MF-0,Deep ball winning midfielders
Robson Bambu,Nice,Ligue 1,2021,DF,DF,1046.0,DF-0,Deep central defenders
Rony Lopes,Nice,Ligue 1,2021,FW,"FW,MF",1783.0,FW-1,Creating and carrying forwards
Stanley N'Soki,Nice,Ligue 1,2021,DF,DF,1246.0,DF-0,Deep central defenders
William Saliba,Nice,Ligue 1,2021,DF,DF,1800.0,DF-0,Deep central defenders
Youcef Atal,Nice,Ligue 1,2021,DF,"DF,FW",956.0,DF-1,Wide attacking defenders
Adrián Cubas,Nîmes,Ligue 1,2021,MF,MF,2242.0,MF-0,Deep ball winning midfielders
Anthony Briançon,Nîmes,Ligue 1,2021,DF,DF,1225.0,DF-0,Deep central defenders
Birger Meling,Nîmes,Ligue 1,2021,DF,DF,2328.0,DF-1,Wide attacking defenders
Florian Miguel,Nîmes,Ligue 1,2021,DF,DF,1538.0,DF-0,Deep central defenders
Gaëtan Paquiez,Nîmes,Ligue 1,2021,DF,DF,1046.0,DF-1,Wide attacking defenders
Haris Duljević,Nîmes,Ligue 1,2021,MF,"MF,FW",773.0,MF-1,Advanced attacking midfielders
Kelyan Guessoum,Nîmes,Ligue 1,2021,DF,DF,1128.0,DF-0,Deep central defenders
Kevin Denkey,Nîmes,Ligue 1,2021,FW,FW,524.0,FW-0,Low involvement centre forwards
Lamine Fomba,Nîmes,Ligue 1,2021,MF,MF,2175.0,MF-0,Deep ball winning midfielders
Loïck Landre,Nîmes,Ligue 1,2021,DF,DF,1626.0,DF-0,Deep central defenders
Lucas Deaux,Nîmes,Ligue 1,2021,MF,"MF,DF",1754.0,MF-0,Deep ball winning midfielders
Matteo Ahlinvi,Nîmes,Ligue 1,2021,MF,MF,899.0,MF-0,Deep ball winning midfielders
Moussa Koné,Nîmes,Ligue 1,2021,FW,FW,1755.0,FW-0,Low involvement centre forwards
Naomichi Ueda,Nîmes,Ligue 1,2021,DF,DF,711.0,DF-0,Deep central defenders
Niclas Eliasson,Nîmes,Ligue 1,2021,MF,"MF,FW",1799.0,MF-1,Advanced attacking midfielders
Nolan Roux,Nîmes,Ligue 1,2021,FW,FW,651.0,FW-0,Low involvement centre forwards
Pablo Martinez,Nîmes,Ligue 1,2021,DF,DF,540.0,DF-0,Deep central defenders
Patrick Burner,Nîmes,Ligue 1,2021,DF,DF,1317.0,DF-1,Wide attacking defenders
Renaud Ripart,Nîmes,Ligue 1,2021,MF,"MF,FW",3054.0,MF-1,Advanced attacking midfielders
Sidy Sarr,Nîmes,Ligue 1,2021,MF,MF,463.0,MF-0,Deep ball winning midfielders
Sofiane Alakouch,Nîmes,Ligue 1,2021,DF,DF,1505.0,DF-1,Wide attacking defenders
Yassine Benrahou,Nîmes,Ligue 1,2021,MF,MF,1239.0,MF-1,Advanced attacking midfielders
Zinedine Ferhat,Nîmes,Ligue 1,2021,MF,"MF,FW",2957.0,MF-1,Advanced attacking midfielders
Abdou Diallo,Paris S-G,Ligue 1,2021,DF,DF,1490.0,DF-0,Deep central defenders
Alessandro Florenzi,Paris S-G,Ligue 1,2021,DF,DF,1538.0,DF-1,Wide attacking defenders
Ander Herrera,Paris S-G,Ligue 1,2021,MF,MF,1851.0,MF-0,Deep ball winning midfielders
Colin Dagba,Paris S-G,Ligue 1,2021,DF,DF,1357.0,DF-1,Wide attacking defenders
Danilo Pereira,Paris S-G,Ligue 1,2021,MF,"MF,DF",1430.0,MF-0,Deep ball winning midfielders
Idrissa Gana Gueye,Paris S-G,Ligue 1,2021,MF,MF,1581.0,MF-0,Deep ball winning midfielders
Julian Draxler,Paris S-G,Ligue 1,2021,MF,"MF,FW",1064.0,MF-1,Advanced attacking midfielders
Kylian Mbappé,Paris S-G,Ligue 1,2021,FW,"FW,MF",2380.0,FW-1,Creating and carrying forwards
Layvin Kurzawa,Paris S-G,Ligue 1,2021,DF,DF,1278.0,DF-1,Wide attacking defenders
Leandro Paredes,Paris S-G,Ligue 1,2021,MF,MF,1302.0,MF-0,Deep ball winning midfielders
Marco Verratti,Paris S-G,Ligue 1,2021,MF,MF,1492.0,MF-0,Deep ball winning midfielders
Marquinhos,Paris S-G,Ligue 1,2021,DF,DF,2128.0,DF-0,Deep central defenders
Mauro Icardi,Paris S-G,Ligue 1,2021,FW,FW,1079.0,FW-0,Low involvement centre forwards
Mitchel Bakker,Paris S-G,Ligue 1,2021,DF,DF,1694.0,DF-1,Wide attacking defenders
Moise Kean,Paris S-G,Ligue 1,2021,FW,FW,1698.0,FW-0,Low involvement centre forwards
Neymar,Paris S-G,Ligue 1,2021,MF,"MF,FW",1415.0,MF-1,Advanced attacking midfielders
Pablo Sarabia,Paris S-G,Ligue 1,2021,FW,"FW,MF",1320.0,FW-1,Creating and carrying forwards
Presnel Kimpembe,Paris S-G,Ligue 1,2021,DF,DF,2303.0,DF-0,Deep central defenders
Rafinha,Paris S-G,Ligue 1,2021,MF,"MF,FW",1361.0,MF-1,Advanced attacking midfielders
Thilo Kehrer,Paris S-G,Ligue 1,2021,DF,DF,1616.0,DF-0,Deep central defenders
Ángel Di María,Paris S-G,Ligue 1,2021,MF,"MF,FW",1853.0,MF-1,Advanced attacking midfielders
Arber Zeneli,Reims,Ligue 1,2021,MF,"MF,FW",1289.0,MF-1,Advanced attacking midfielders
Boulaye Dia,Reims,Ligue 1,2021,FW,"FW,MF",2930.0,FW-0,Low involvement centre forwards
Dario Maresic,Reims,Ligue 1,2021,DF,DF,514.0,DF-0,Deep central defenders
Dereck Kutesa,Reims,Ligue 1,2021,MF,MF,687.0,MF-1,Advanced attacking midfielders
El Bilal Touré,Reims,Ligue 1,2021,FW,"FW,MF",1245.0,FW-0,Low involvement centre forwards
Ghislain Konan,Reims,Ligue 1,2021,DF,DF,2613.0,DF-1,Wide attacking defenders
Kaj Sierhuis,Reims,Ligue 1,2021,FW,"FW,MF",652.0,FW-0,Low involvement centre forwards
Marshall Munetsi,Reims,Ligue 1,2021,MF,"MF,DF",1928.0,MF-0,Deep ball winning midfielders
Mathieu Cafaro,Reims,Ligue 1,2021,MF,MF,2074.0,MF-1,Advanced attacking midfielders
Moreto Cassamã,Reims,Ligue 1,2021,MF,MF,2031.0,MF-0,Deep ball winning midfielders
Moussa Doumbia,Reims,Ligue 1,2021,MF,MF,899.0,MF-1,Advanced attacking midfielders
Nathanael Mbuku,Reims,Ligue 1,2021,MF,MF,2210.0,MF-1,Advanced attacking midfielders
Thibault De Smet,Reims,Ligue 1,2021,DF,DF,496.0,DF-1,Wide attacking defenders
Thomas Foket,Reims,Ligue 1,2021,DF,DF,3324.0,DF-1,Wide attacking defenders
Valon Berisha,Reims,Ligue 1,2021,MF,MF,1645.0,MF-0,Deep ball winning midfielders
Wout Faes,Reims,Ligue 1,2021,DF,DF,2899.0,DF-0,Deep central defenders
Xavier Chavalerin,Reims,Ligue 1,2021,MF,MF,2547.0,MF-0,Deep ball winning midfielders
Yunis Abdelhamid,Reims,Ligue 1,2021,DF,DF,2889.0,DF-0,Deep central defenders
Adrien Hunou,Rennes,Ligue 1,2021,FW,"FW,MF",589.0,FW-0,Low involvement centre forwards
Adrien Truffert,Rennes,Ligue 1,2021,DF,"DF,MF",1951.0,DF-1,Wide attacking defenders
Benjamin Bourigeaud,Rennes,Ligue 1,2021,MF,"MF,FW",2552.0,MF-1,Advanced attacking midfielders
Brandon Soppy,Rennes,Ligue 1,2021,DF,DF,559.0,DF-1,Wide attacking defenders
Clément Grenier,Rennes,Ligue 1,2021,MF,"MF,FW",1078.0,MF-1,Advanced attacking midfielders
Damien Da Silva,Rennes,Ligue 1,2021,DF,DF,2661.0,DF-0,Deep central defenders
Eduardo Camavinga,Rennes,Ligue 1,2021,MF,MF,2402.0,MF-0,Deep ball winning midfielders
Faitout Maouassa,Rennes,Ligue 1,2021,DF,DF,1170.0,DF-1,Wide attacking defenders
Flavien Tait,Rennes,Ligue 1,2021,MF,MF,1368.0,MF-1,Advanced attacking midfielders
Gerzino Nyamsi,Rennes,Ligue 1,2021,DF,DF,871.0,DF-0,Deep central defenders
Hamari Traoré,Rennes,Ligue 1,2021,DF,DF,3000.0,DF-1,Wide attacking defenders
Jeremy Doku,Rennes,Ligue 1,2021,MF,"MF,FW",2313.0,MF-1,Advanced attacking midfielders
Jonas Martin,Rennes,Ligue 1,2021,MF,MF,482.0,MF-0,Deep ball winning midfielders
Martin Terrier,Rennes,Ligue 1,2021,FW,"FW,MF",2436.0,FW-0,Low involvement centre forwards
Nayef Aguerd,Rennes,Ligue 1,2021,DF,DF,3147.0,DF-0,Deep central defenders
Romain Del Castillo,Rennes,Ligue 1,2021,MF,"MF,FW",652.0,MF-1,Advanced attacking midfielders
Sehrou Guirassy,Rennes,Ligue 1,2021,FW,FW,1764.0,FW-0,Low involvement centre forwards
Steven Nzonzi,Rennes,Ligue 1,2021,MF,MF,2908.0,MF-0,Deep ball winning midfielders
Adil Aouchiche,Saint-Étienne,Ligue 1,2021,MF,"MF,FW",1731.0,MF-1,Advanced attacking midfielders
Aimen Moueffek,Saint-Étienne,Ligue 1,2021,DF,"DF,MF",743.0,DF-1,Wide attacking defenders
Arnaud Nordin,Saint-Étienne,Ligue 1,2021,MF,"MF,FW",1771.0,MF-1,Advanced attacking midfielders
Charles Abi,Saint-Étienne,Ligue 1,2021,FW,"FW,MF",912.0,FW-0,Low involvement centre forwards
Denis Bouanga,Saint-Étienne,Ligue 1,2021,MF,"MF,FW",2720.0,MF-1,Advanced attacking midfielders
Harold Moukoudi,Saint-Étienne,Ligue 1,2021,DF,DF,2276.0,DF-0,Deep central defenders
Kévin Monnet-Paquet,Saint-Étienne,Ligue 1,2021,MF,"MF,DF",564.0,MF-1,Advanced attacking midfielders
Lucas Gourna-Douath,Saint-Étienne,Ligue 1,2021,MF,MF,1327.0,MF-0,Deep ball winning midfielders
Mahdi Camara,Saint-Étienne,Ligue 1,2021,MF,"MF,DF",3290.0,MF-0,Deep ball winning midfielders
Mathieu Debuchy,Saint-Étienne,Ligue 1,2021,DF,DF,2103.0,DF-1,Wide attacking defenders
Miguel Trauco,Saint-Étienne,Ligue 1,2021,DF,DF,2035.0,DF-1,Wide attacking defenders
Nelson Sissoko,Saint-Étienne,Ligue 1,2021,DF,DF,474.0,DF-1,Wide attacking defenders
Pape Abou Cisse,Saint-Étienne,Ligue 1,2021,DF,DF,1260.0,DF-0,Deep central defenders
Romain Hamouma,Saint-Étienne,Ligue 1,2021,FW,"FW,MF",1769.0,FW-1,Creating and carrying forwards
Ryad Boudebouz,Saint-Étienne,Ligue 1,2021,MF,"MF,FW",651.0,MF-1,Advanced attacking midfielders
Saidou Sow,Saint-Étienne,Ligue 1,2021,DF,DF,1000.0,DF-0,Deep central defenders
Timothée Kolodziejczak,Saint-Étienne,Ligue 1,2021,DF,DF,2036.0,DF-0,Deep central defenders
Wahbi Khazri,Saint-Étienne,Ligue 1,2021,FW,"FW,MF",1181.0,FW-1,Creating and carrying forwards
Yvan Neyou,Saint-Étienne,Ligue 1,2021,MF,MF,2438.0,MF-0,Deep ball winning midfielders
Yvann Macon,Saint-Étienne,Ligue 1,2021,DF,DF,539.0,DF-1,Wide attacking defenders
Zaydou Youssouf,Saint-Étienne,Ligue 1,2021,MF,MF,1229.0,MF-0,Deep ball winning midfielders
Abdul Majeed Waris,Strasbourg,Ligue 1,2021,MF,"MF,FW",552.0,MF-1,Advanced attacking midfielders
Adrien Thomasson,Strasbourg,Ligue 1,2021,MF,"MF,FW",2624.0,MF-1,Advanced attacking midfielders
Alexander Djiku,Strasbourg,Ligue 1,2021,DF,"DF,MF",2552.0,DF-0,Deep central defenders
Anthony Caci,Strasbourg,Ligue 1,2021,DF,DF,2797.0,DF-1,Wide attacking defenders
Dimitri Liénard,Strasbourg,Ligue 1,2021,MF,MF,1829.0,MF-1,Advanced attacking midfielders
Frederic Guilbert,Strasbourg,Ligue 1,2021,DF,DF,1114.0,DF-1,Wide attacking defenders
Habib Diallo,Strasbourg,Ligue 1,2021,FW,"FW,MF",2322.0,FW-0,Low involvement centre forwards
Ibrahima Sissoko,Strasbourg,Ligue 1,2021,MF,MF,2581.0,MF-0,Deep ball winning midfielders
Jean-Eudes Aholou,Strasbourg,Ligue 1,2021,MF,MF,2146.0,MF-0,Deep ball winning midfielders
Jean-Ricner Bellegarde,Strasbourg,Ligue 1,2021,MF,MF,2086.0,MF-1,Advanced attacking midfielders
Kenny Lala,Strasbourg,Ligue 1,2021,DF,"DF,MF",1834.0,DF-1,Wide attacking defenders
Lamine Koné,Strasbourg,Ligue 1,2021,DF,DF,1042.0,DF-0,Deep central defenders
Lionel Carole,Strasbourg,Ligue 1,2021,DF,DF,1342.0,DF-1,Wide attacking defenders
Ludovic Ajorque,Strasbourg,Ligue 1,2021,FW,FW,2967.0,FW-0,Low involvement centre forwards
Mehdi Chahiri,Strasbourg,Ligue 1,2021,MF,"MF,FW",801.0,MF-1,Advanced attacking midfielders
Mohamed Simakan,Strasbourg,Ligue 1,2021,DF,DF,1615.0,DF-0,Deep central defenders
Stefan Mitrović,Strasbourg,Ligue 1,2021,DF,DF,2784.0,DF-0,Deep central defenders
Ainsley Maitland-Niles,Arsenal,Premier League,2021,MF,"MF,DF",490.0,MF-0,Deep ball winning midfielders
Alexandre Lacazette,Arsenal,Premier League,2021,FW,FW,1923.0,FW-0,Low involvement centre forwards
Bukayo Saka,Arsenal,Premier League,2021,MF,MF,2553.0,MF-1,Advanced attacking midfielders
Calum Chambers,Arsenal,Premier League,2021,DF,DF,753.0,DF-1,Wide attacking defenders
Cédric Soares,Arsenal,Premier League,2021,DF,DF,746.0,DF-1,Wide attacking defenders
Dani Ceballos,Arsenal,Premier League,2021,MF,MF,1615.0,MF-0,Deep ball winning midfielders
David Luiz,Arsenal,Premier League,2021,DF,DF,1396.0,DF-0,Deep central defenders
Emile Smith Rowe,Arsenal,Premier League,2021,MF,MF,1440.0,MF-1,Advanced attacking midfielders
Gabriel Dos Santos,Arsenal,Premier League,2021,DF,DF,1996.0,DF-0,Deep central defenders
Granit Xhaka,Arsenal,Premier League,2021,MF,"MF,DF",2522.0,MF-0,Deep ball winning midfielders
Héctor Bellerín,Arsenal,Premier League,2021,DF,"DF,MF",2089.0,DF-1,Wide attacking defenders
Kieran Tierney,Arsenal,Premier League,2021,DF,DF,2299.0,DF-1,Wide attacking defenders
Martin Ødegaard,Arsenal,Premier League,2021,MF,MF,866.0,MF-1,Advanced attacking midfielders
Martinelli,Arsenal,Premier League,2021,MF,"MF,FW",589.0,MF-1,Advanced attacking midfielders
Mohamed Elneny,Arsenal,Premier League,2021,MF,MF,1544.0,MF-0,Deep ball winning midfielders
Nicolas Pépé,Arsenal,Premier League,2021,MF,"MF,FW",1616.0,MF-1,Advanced attacking midfielders
Pablo Marí,Arsenal,Premier League,2021,DF,DF,900.0,DF-0,Deep central defenders
Pierre-Emerick Aubameyang,Arsenal,Premier League,2021,FW,"FW,MF",2332.0,FW-0,Low involvement centre forwards
Rob Holding,Arsenal,Premier League,2021,DF,DF,2558.0,DF-0,Deep central defenders
Thomas Partey,Arsenal,Premier League,2021,MF,MF,1534.0,MF-0,Deep ball winning midfielders
Willian,Arsenal,Premier League,2021,MF,"MF,FW",1406.0,MF-1,Advanced attacking midfielders
Ahmed Elmohamady,Aston Villa,Premier League,2021,DF,DF,839.0,DF-1,Wide attacking defenders
Anwar El Ghazi,Aston Villa,Premier League,2021,MF,"MF,FW",1613.0,MF-1,Advanced attacking midfielders
Bertrand Traoré,Aston Villa,Premier League,2021,MF,"MF,FW",2317.0,MF-1,Advanced attacking midfielders
Douglas Luiz,Aston Villa,Premier League,2021,MF,MF,2781.0,MF-0,Deep ball winning midfielders
Ezri Konsa,Aston Villa,Premier League,2021,DF,DF,3196.0,DF-0,Deep central defenders
Jack Grealish,Aston Villa,Premier League,2021,MF,"MF,FW",2185.0,MF-1,Advanced attacking midfielders
Jacob Ramsey,Aston Villa,Premier League,2021,MF,MF,626.0,MF-0,Deep ball winning midfielders
John McGinn,Aston Villa,Premier League,2021,MF,MF,3330.0,MF-0,Deep ball winning midfielders
Kortney Hause,Aston Villa,Premier League,2021,DF,DF,630.0,DF-0,Deep central defenders
Marvelous Nakamba,Aston Villa,Premier League,2021,MF,MF,749.0,MF-0,Deep ball winning midfielders
Matt Targett,Aston Villa,Premier League,2021,DF,DF,3404.0,DF-1,Wide attacking defenders
Matty Cash,Aston Villa,Premier League,2021,DF,DF,2372.0,DF-1,Wide attacking defenders
Ollie Watkins,Aston Villa,Premier League,2021,FW,FW,3328.0,FW-0,Low involvement centre forwards
Ross Barkley,Aston Villa,Premier League,2021,MF,MF,1531.0,MF-1,Advanced attacking midfielders
Trézéguet,Aston Villa,Premier League,2021,MF,"MF,FW",1166.0,MF-1,Advanced attacking midfielders
Tyrone Mings,Aston Villa,Premier League,2021,DF,DF,3194.0,DF-0,Deep central defenders
Aaron Connolly,Brighton,Premier League,2021,FW,"FW,MF",791.0,FW-0,Low involvement centre forwards
Adam Lallana,Brighton,Premier League,2021,MF,"MF,FW",1596.0,MF-1,Advanced attacking midfielders
Adam Webster,Brighton,Premier League,2021,DF,DF,2594.0,DF-0,Deep central defenders
Alexis Mac Allister,Brighton,Premier League,2021,MF,"MF,FW",1115.0,MF-1,Advanced attacking midfielders
Alireza Jahanbakhsh,Brighton,Premier League,2021,FW,"FW,MF",528.0,FW-1,Creating and carrying forwards
Ben White,Brighton,Premier League,2021,DF,"DF,MF",3191.0,DF-0,Deep central defenders
Dan Burn,Brighton,Premier League,2021,DF,DF,2061.0,DF-1,Wide attacking defenders
Danny Welbeck,Brighton,Premier League,2021,FW,FW,1545.0,FW-0,Low involvement centre forwards
