player,team,league,season,position_group,position_full,minutes,archetype,archetype_name
Jeffrey Schlupp,Crystal Palace,Premier League,2020,FW,"FW,MF",1036.0,FW-0,Low involvement centre forwards
Joel Ward,Crystal Palace,Premier League,2020,DF,DF,2382.0,DF-0,Deep central defenders
Jordan Ayew,Crystal Palace,Premier League,2020,FW,FW,3148.0,FW-0,Low involvement centre forwards
Luka Milivojević,Crystal Palace,Premier League,2020,MF,MF,2513.0,MF-0,Deep ball winning midfielders
Mamadou Sakho,Crystal Palace,Premier League,2020,DF,DF,931.0,DF-0,Deep central defenders
Martin Kelly,Crystal Palace,Premier League,2020,DF,DF,1549.0,DF-0,Deep central defenders
Max Meyer,Crystal Palace,Premier League,2020,MF,"MF,FW",655.0,MF-1,Advanced attacking midfielders
Patrick van Aanholt,Crystal Palace,Premier League,2020,DF,DF,2507.0,DF-1,Wide attacking defenders
Scott Dann,Crystal Palace,Premier League,2020,DF,DF,1266.0,DF-0,Deep central defenders
Wilfried Zaha,Crystal Palace,Premier League,2020,FW,"FW,MF",3280.0,FW-1,Creating and carrying forwards
Alex Iwobi,Everton,Premier League,2020,MF,MF,1596.0,MF-1,Advanced attacking midfielders
André Gomes,Everton,Premier League,2020,MF,MF,1458.0,MF-0,Deep ball winning midfielders
Bernard,Everton,Premier League,2020,MF,MF,1280.0,MF-1,Advanced attacking midfielders
Djibril Sidibé,Everton,Premier League,2020,DF,"DF,MF",1824.0,DF-1,Wide attacking defenders
Dominic Calvert-Lewin,Everton,Premier League,2020,FW,FW,2626.0,FW-0,Low involvement centre forwards
Fabian Delph,Everton,Premier League,2020,MF,MF,1190.0,MF-0,Deep ball winning midfielders
